,Score,Text
958,5,star wars the force awakens might just be the best film of the last 30 years or so
959,5,the force awakens re-awoke my love of the first movie and turned my inner fanboy into my outer fanboy there are very few films which leave me facially exhausted after grinning for 135 minutes but this is one
960,4,star wars the force awakens is good not great but far better than not bad solidly confidently good
961,4,the star wars we love is back  with humor comes heart and its easy to forgive a couple plot points when a movie has this much heart
962,4,itll make you cower at the site of kylo rens blazing red lightsaber itll make you whoop with glee at the roar of poe damerons x-wing
963,4,its an entertaining but ultimately lightweight bridge between the classic movies and disneys apparently never-ending slate of upcoming feature films
964,4,star wars episode vii the force awakens is a special kind of blockbuster wondrous and thrilling and not in the least hampered by cynicism dont be surprised adults if watching it makes you feel like a kid again
965,4,star wars the force awakens is a fun return to form for the series
966,5,the force awakens leaves us wanting more which is exactly what it should do impressive abrams most impressive
967,5,the star wars movie for people who dont like star wars pure old-school pleasure
968,4,the force awakens steers the franchise back to its popcorn origins its not a bible its a bantamweight blast and thats just as it should be a good movie nothing more
969,4,the best new star wars film in three decades and one of the most satisfying films of the year
970,5,masterfully marrying new with nostalgia this is the one weve been waiting for
971,5,the rollicking space-opera spirit of george lucass original trilogy you can safely forget the second trio of cynical tricked-up prequels emanates from every frame of jj abrams euphoric sequel
972,4,spoiler-free can be dimwittedly obvious and self-plagiarizing with little of real-world consequence and less thats new to say but its still a fun-filled adventure at the movies
973,4,when the force awakens is really cruising its a terrific piece of pulp adventure cinema packed with memorable characters vicious lightsaber battles some very smart visual concepts but its narrative shortcomings can be quite frustrating
974,5,star wars the force awakens is some kind of miracle as it works on every imaginable level
975,5,the force awakens is meant to honour the past and lead us into a new narrative future it feels like what people feel a star wars film is supposed to feel like the force is strong with this one
976,4,yes it helps that the core group of original actors has returned but its more the energy humor and simplicity of direction that has been recaptured its the overall vibe
977,4,the director jj abrams recaptures the pop lightness that made the first star wars seem simultaneously eternal and effervescent
978,5,this seventh movie is a humongous piece of cinema  all that a sequel should be and more a nostalgic homage to the 1977 original coupled with intergalactic warp-speed panoramic blockbuster action and a new heroine in the form of daisy ridleys rey
979,3,while i evidently find the films issues harder to overlook than the majority of audiences theres no denying the entertainment value or technical prowess on display
980,5,rogue one looks amazing the effects are stunning the action is energetic the nostalgia is delightful theres the right amount of humor and it tells a good story
981,3,diverting and well-made though the picture may be rogue one ultimately serves no real purpose beyond fleshing-out established material
982,4,an incredible cast in a well executed star wars film the representation is beautiful and that ending memorable
983,4,rogue one ultimately connects episodes iii and iv in ways we could have never imagined a film that can be seen in theaters and after you can go home and watch its sequel instantly in the comfort of your own home
984,5,its much more than a simple spin-off is one of the highest chapters of the entire saga it takes as its starting point a simple dialogue from star wars episode iv- a new hope and transforms it into a heroic 2-hour requiemfull review in spanish
985,5,the set-pieces  particularly the finale at an imperial based on the tropical planet scarif  have a grittiness to them that we havent seen since that battle on hoth
986,4,rogue one comes equipped with the subtitle a star wars story but let it be known that this isnt your fathers star wars your mothers star wars or even your own star wars
987,4,felicity jones impresses in this thrilling addition to the star wars franchise
988,4,rogue one isnt just the prequel you never knew you wanted its also quite possibly almost almost as good as a new hope itself
989,3,genuinely fresh roles are getting harder to dig up in this universe
990,4,you might have no idea how big the star wars franchise really is and still be able to love this particular movie devoid of any expectations
991,3,star wars as a franchise is not perfect but rogue one gave us something different in its standalone approach it reinforces the simple notion of hope and change and the true cost of conflict and war
992,4,its indicative of where this franchise is going actually let me correct that its indicative of where this franchise isnt going
993,4,this feels like grown-up star wars
994,3,its a space opera that despite having tiny periods of digital surprises it runs out of steam full review in spanish
995,4,the film is fun its enjoyable it was exciting at times even but something felt like it was missing or off
996,4,unlike any other franchise a new star wars movie can be considered a life event i can pinpoint where i saw each one of the prequels and episode vii make it a special one the movie does its part
997,5,the visual splendor of rogue one often gets ignored but few images can haunt an audience like the death star coming up over the horizon
998,4,overall gareth edwards and his cast and crew have something about which to be very proud
999,4,if you take it for what it is worth rogue one isnt a terrible film and it did fill in some of the holes in the plots of episodes iv v and vi nicely
1000,5,another triumph for lucasfilm after the force awakens rogue one a star wars story isnt necessarily the best instalment of the franchise but it doesnt disappoint and delivers everything a fan could want
1001,5,dark gritty dirty brave and a star wars story worth telling
1002,4,rogue one is a thrilling action movie with real stakes believable characters and some stirring emotional beats
1003,5,rogue one kicks it into hyperdrive a little over halfway through and it never really slows down after that in fact it continuously manages to get better as the movie progresses
1004,4,its filled with easter eggs but not fan fiction its also fun but not iconic and its universe-expanding but not defining rogue one is a worthy spin-off even if it still has to sit at the kids table during franchise holidays
1005,4,feels like exactly what we always wanted from a star wars prequel and for better or worse its exactly what we got
1006,4,the pace may be more slow-cooked and its tone may be bleaker than were used to but so much hits right on target and makes the force strong with this one
1007,3,this is a passable action movie and thats about it
1008,4,in clear rebellion from the saga franchise edwards has taken star wars in a glorious new direction
1009,2,i know that for the next few years at least ill see fewer and fewer interesting engaging stories and more and more interchangeable shells surrounding interchangeable explosions
1010,5,rogue one a star wars story is a full and engaging addition to the star wars canon the sort of striking cinematic experience that is reminiscent of the reasons we came to love the star wars in the first place
1011,4,the first half felt like all action and no real character development by the end of the film i found myself caring for the rebel team as they undertook their last mission
1012,5,chirruts abilities borderline the trope of portraying disability as a superpower but thankfully writers avoid offense by giving him a personality and character development that has nothing to do with his eyesight
1013,5,this is the prequel we were looking for
1014,5,an engrossing tale of war showing the hearts of those who fight it fans of all ages are likely to find a resonant story worth telling
1015,3,it may be the best suicide squad movie of 2016
1016,4,what rogue one does differently than its predecessors is turn the black-and-white dichotomy of the empire and the rebellion on its axis
1017,2,when rogue one is following the cool and different edict thats when its awesome
1018,1,the nadir of this films cynical marketed traipse through the iconography of its franchise is in the preposterously pantomime mythologisation of darth vader
1019,5,it really puts the wars of this franchise front-and-centre like never before and what it lacks in depth and polish it more than makes up for with spectacle and grit
1020,4,its a mixed bag of a star wars movie so its basically par for the course
1021,4,its loyal to the franchise without ever being slavish and it bends the established story at just the right angle giving the sagas central conflict a new kind of life
1022,3,rogue one a star wars story is the worst theatrically released star wars yet i know that many will lambast the work that george lucas did in this prequel trilogy but i have a soft spot for his vision with those films
1023,4,for those who grew up loving star wars but have wanted the film series to grow up and become more nuanced and dangerous along with them rogue one does this while still squarely existing within the design and narrative parameters of the universe
1024,4,this film brings something slightly different to the star wars universe while at the same time giving us a lot more of what we already know and love
1025,5,great battle scenes heartfelt characters and the knowledge that there can only ever be one make this a real gem amongst stones that have at times struggled to shine
1026,4,a surprisingly dark yet brilliantly action packed and fun anthology film
1027,4,while we dont have the same nostalgic attachment to cassian bodhi and jyn thats what unburdens rogue one giving it a freedom to tell a story on its own terms
1028,2,when the film slows down enough for the dialogue to sink in we realize that the story such as it is has been cobbled together from all previousstar wars films combined
1029,5,can i just say that i liked rogue one a star wars story better than the last four star wars storieseven the force awakens which was the top grossing film of 2015
1030,4,the action in rogue one is extremely well-staged and exciting and its fun to see its small connections to the larger star wars universe
1031,4,the ending is filled with both a bittersweet tragedy and hard-fought victory  a new hope is earned and so is this films place in the upper echelon of star wars lore
1032,4,jyn erso felicity jones provides the franchise with another strong independent woman
1033,4,it is now a great starting point for someone new to this franchise to quote one of the familiar lines from this space opera the force is strong with this one
1034,4,this is star wars for adults well-loved characters die the violence is gory by and large and the atmosphere is more on the lines of the french resistance during world war ii than the light-hearted thrillers that george lucas films were
1035,4,rogue one certainly doesnt hit all its marks but it surely hits enough to keep holiday audiences happy particularly as its story begins to merge with the one we discovered all those years ago
1036,4,this is meant to be a standalone spin-off from the star wars movie universe but it feels like episode 35
1037,4, a reason to hit theaters this holiday season
1038,4,rogue one a star wars story sets the benchmark of how a good standalone film can be made without ruining a tight story with unnecessary sequels
1039,3,ultimately rogue one is a movie for star wars fans
1040,3,rogue one starts wearing out its welcome at about the hour mark and theres another 75 minutes to go the movie lumbering like those at-ats feels like it stomps along forever
1041,4,hopping from planet to planet battle to battle the fast-paced narrative means theres little time to flesh out everyone involved yet even if their characters remain sketchy several make vivid impressions tudyks k-2so is a scene-stealing delight
1042,3,rogue one a star wars story has gorgeous visuals including an excellent production design and great special effects but when it comes to the narrative theres a lot left to be desired thanks to a screenplay that refuses to develop the characters
1043,5,more proof that diverse casts can actually lead to big box office numbers
1044,4,an origin story that stays true to its predecessors while crafting its own unique identity
1045,5,a hugely entertaining film in which all of the elements fall into place so seamlessly that it cant help but make the vast majority of recent would-be blockbusters look even lamer than they already do
1046,4,in the first star wars film in 1977 heroism is rewarded literally in the form of a medal but here heroism requires extreme sacrifice that ultimately lethal distinction is a key to the difference between previous chapters and this sidebar
1047,4,though its certainly worth a look rogue one is a minor star wars story
1048,4,a deep cut for star wars fanatics
1049,4,fans of the star wars filmsand dont be ashamed to admit it if you are one will see a more complete expansion of the mainline story and a lot of visual excitement
1050,4,since rogue one slides neatly into the preexisting plot of the original star wars trilogy it doesnt feel glaringly imitative of it as the force awakens did
1051,3,a thrifty footnote in the star wars saga
1052,3,rogue one is fine if youre a star wars fan
1053,4,technically sophisticated and emotionally engaging
1054,3,for a sublime third act rogue one is a resounding success for the perversity of slavish desire for performers to be as interchangeable as video game characters this star wars dude does not abide
1055,4,this is a star wars film for fans not casual observers it has plenty of nice touches that bring back fond memories of the original and may well be the best star wars films since the original trilogy
1056,4,the first act is the frenetic embodiment of the hollywood machine but the final 30 minutes is a rousing climactic battle on the empires home turf
1057,4,its already apparent that disneys plans for star wars are cause for excitement
1058,2,rogue one isnt taking any chances its desperate to ensure a seamless transition with episode iv as if this constitutes a meaningful end in itself
1059,4,yes
1060,4,starts off slow but boasts a fantastic third act and a very satisfying ending a worthy addition to the star wars canon splice today
1061,3,its pretty routine but star wars faithful should find it plenty good enough director gareth edwards keeps things moving well enough for the modest needs of the script
1062,4,when rogue one is good it is very good when it is bad it is well not prequel trilogy-bad at least
1063,4,the star wars expanded universe kicks off with this entertaining yet far from flawless prequel to a new hope
1064,4,while there is some humor in the movie i would have liked more of that and less of the several scenes featuring characters stoically waiting to die i cant really blame them for their fatalistic outlook since the empire is indestructible
1065,4,the first star wars story is a success
1066,4,those with patience will find that its second half is fully rewarding with its epic battles and grand conflicts between good and evil bearing most of the weight of the astronomical expectations that are now part and parcel of the franchise
1067,5, makes many of the other star wars films feel inferior can we postpone the numbered movies and just tell these little big stories for a while
1068,5,really this is the prequel that should have been made 10 years ago instead of that dreck that george lucas defecated into the world
1069,5,rogue one slots satisfyingly into the canon pushing the franchise in a slightly more edgy contemporary direction without causing a disturbance in the force
1070,4,rogue one might not be as grand a space opera as its predecessors but certainly holds its own
1071,4,jones mendelsohn and forest whitaker as a militia leader stand out in a strong cast
1072,2,a routine cgi extravaganza primarily interested in creating a pavlovian response every time someone or something familiar appears
1073,4,disney may be squeezing the franchise to the fullest but as long as it continues to produce star wars movies of this quality i doubt many people will complain full review in spanish
1074,5,you never knew donnie yen whomping stormtroopers was something you needed in your life until you saw it happening
1075,3,these star wars movies are pretty much the same story each time nowadays this one has new names for basically the same characters played by different actorsthe same bad guys how many times can they make the same movie and get people to pay
1076,3,not just a dull but an oppressive experience being force-fed a corporate product a film that never comes alive with none of the characters properly developed none of the relationships gelling the very adventure formulaic
1077,4,a cleverly conceived one-off that forges its own identity with a new set of characters a contained storyline and a kind of stripped-down tone and visual approach free of the grandiosity of the series
1078,4,edwards appears to have elevated what could have been simply a cash-in into something that feels essential even magical it has the distinct smell of victory
1079,4,rousing rogue one a worthy entry in the star wars saga
1080,4,a well-crafted and thoughtful story drives rogue one in a sandbox that provides a perfect blend of modern action and classic star wars style
1081,5,a shot in the arm of apathy a timely christmas fantasy proof of a fully-rejuvenated franchise
1082,4,rogue one a star wars story meets expectations the fears of thousands of fans can dissipate this is a worthy product full review in spanish
1083,4,in addition to giving us exactly what we should expect from our blockbuster event-movies rogue one means weve only just begun to explore this galaxy far far away
1084,3,the stars are gone much of the spirit has been lost leaving only a lot more wars so this is a space-faring big-screen computer game with hoards of stormtroopers
1085,4,even if its not great it is a quality sci-fi film that wont disappoint its fan base
1086,4,explosive action interesting characters and a compelling story make this stand-alone movie in the star wars universe a winner all the way
1087,4,if youre one of those who factually but wrongly derided the force awakens for sticking too close to formula this is undoubtedly the star wars film for you
1088,4,fans will be happy
1089,4,rogue one is at its best when it explores the relationship between the characters at ground level they are a scrappy lot with a lot of heart
1090,4,jyn represents a new breed of almost gender-neutral hero dogged tenacious resolute and in a world as bleak as this one thats what amounts to hope
1091,4,its characters are largely new which means the movie can do with them as it wants it isnt hemmed in the way most prequels are
1092,3,rogue one does a brilliant job capturing the look and feel of star wars but narratively its a footnote and some of the creative choices are baffling
1093,4,much of rogue one is a push-me pull-you with george lucas original films
1094,3,rogue one feels more like a movie with star wars stuff in it than an actual star wars movie
1095,5,rogue one is set a long time ago in a galaxy far far away yet feels more immediate even prescient than any hollywood film in recent memory
1096,4,rogue one is the star wars film that as an adult who grew up with the originals ive always wanted to see full review in spanish
1097,5,rogue one sure pulls no punches and it is a gritty war picture that perfectly captures a galaxy ruled and impoverished by the tyranny of the cold and clinical empire
1098,3,with all the aerial dogfights armored combat vehicles grenades flame-throwers and snipers rogue one feels like a film for those who think that most star wars movies are insufficiently like world war ii flicks
1099,4,ben mendelsohn is satisfyingly nasty as the films principal villain and while id like to have seen a little more of mads mikkelsen an ensemble cast of proper actors gives the film authenticity and grit
1100,2,an attempt to squeeze one more movie out of a used macguffin
1101,3,i believe devoted star wars fans will be thrilled with the intense rogue one i liked it okay
1102,5,it ranks among the series best  just below a new hope and the empire strikes back episodes iv and v and just above the force awakens
1103,4,from a visual standpoint its stunning as the production values are a real knockout plus the battle scenes are really well executed that said the plot is not always that engaging
1104,4,this off-shoot is a heck of a fun science-fiction film and the last third of the movie is a wild epic battle
1105,4,suffice it to say if the filmmakers had actually put up this tangle of a screenplay to k-2so to rate his opinion it wouldnt have been encouraging
1106,4,maybe its modesty is the key to the success of rogue one that it doesnt seek to build on the mythology of the other seven films but simply fill in a gap
1107,4,epic but violent adventure offers diversity role models
1108,3,the 213 length and cookie cutter characters and events suck the life out of an underwhelming story great effects but the force just isnt with this one
1109,4,this standalone prequelsequel takes a few beats to get going but once it does star wars fans are taken on an intense thrilling ride
1110,4,trading emotion and depth for sci-fi magic and bombast rogue one is the start of a darker more grown-up direction for the saga and i applaud it
1111,5,theres genuine fun here but the humor is cynical the heroics are tinged with regret and its all delivered with a cold smack of yes political relevance
1112,4,rogue one a star wars story is thrilling harrowing and slightly rushed a beautifully shot film that could have given its characters more time to develop
1113,5,the best star wars movie ever by a longshot
1114,4,i had a bad feeling about this but rogue one proves it belongs in the star wars universe
1115,5,stylistic touches and new characters make rogue one seem fresh which also invigorates the ongoing franchise
1116,4,we must trust this series a series that made us fall in love with scruffy-looking nerf herders trigger happy fuzzballs and pessimistic droids we must trust the force
1117,4,by the note-perfect closing moments rogue one has transformed into a richly rewarding experience
1118,4,as we rebels prepare to fight the empire of trump the film is more pertinent than ever
1119,4,the force is with rogue one because by looking back it helps carry the star wars saga forward
1120,4,rogue one is technically a spin-off but it is a rip-roaring do-or-die adventure yarn in the best tradition of the space-age saga
1121,4,gareth edwards has expanded his story to its maximum while keeping it lean raw and morally murky outdoing the force awakens in the most satisfying installment since the empire strikes back
1122,5,a seriously rousing action film with a riveting cast of characters and a surprising willingness to embrace even the darkest elements of storytelling
1123,3,the film isnt as excting as episode vii but there are a few reasons to get excited about it the incredible stages death troopers and a pair of cameos that serve as anchor to this universe full review in spanish
1124,2,the good news is that edwards effort to make a storm-the-beach war film produces a tense third act that earns most of its big moments and also justifies much of whats come before
1125,5,as a prequel it brings depth and strength to the existing canon and rogue one a star wars story will probably leave fans wishing it could have spun off into a franchise of its own
1126,5,its a film that should further the genuine sense of excitement surrounding this particular franchise revival while standing as something of a classic in its own right
1127,4,the force is strong in this spin-off
1128,4,rogue ones establishes its own identity while fitting perfectly in the star wars universe full review in portuguese
1129,3,were used to the characters in this series existing primarily as archetypes the characters here though barely qualify as archetypes
1130,5,this is the star wars film to be excited for since a galaxy far far away has never looked as promising as it does now rogue one a star wars story is everything the force awakens should have been and then some
1131,4,certainly there is pleasure in revisiting a favorite place youve been many times before but its not an event film for the first time it really does just feel like an episode
1132,3,audiences once packed theaters to gawk at the future now its to soak in the past the emphasis is on packing in as much nostalgia as possible and tersely editing it together to resemble a film
1133,4,rogue one finds a way to forge its own path
1134,4,a film with amazing performances and an absolutely memorable ending where action emotion joy and sadness embrace in a totemic spectacle full review in spanish
1135,4,edwards pushes the saga out of its comfort zone to offer a complex look at the universe created by george lucas making it truly feel diverse and complicated full review in spanish
1136,3,sadly that felicity jones isnt a standout as rogue ones lead speaks to how more effort seems to have been spent on fan service than character development
1137,4,a fun ride that repeats the star wars legacy without really adding to it
1138,4,its an enthralling go with little pops of surprise and revelation that should please nostalgically so
1139,4,action-packed and glorious in its engaging and often times exotic dimensions of storytelling is absolutely stirring
1140,4,this is a movie made for fans
1141,4,rogue one spins star wars into a whole new orbit
1142,4,star wars wars is such an immersive world heavy in lore and esoteric facts that being able to balance fan service without scaring off the casual moviegoer is no easy feat rogue one a star wars story manages to do exactly that
1143,4,its a real shame the character side of things is so weak because otherwise this is a strong addition to the franchise
1144,4,k-2so has all the good lines im not sure if its such a good thing that the best character in a sci-fi movie is a robot but then again the best character in 2001 a space odyssey was hal and that film wasnt half-bad
1145,2,like an imperial star destroyer it starts off slow and somewhat clunky but by the time the mind-blowing third act arrives its all a fan can do not to stand up and cheer
1146,2,often it looks dingy and cheap speed of action ought to compensate but when the action is standardised chases-through-space turgid and repetitive that doesnt compensate for anything
1147,4,rogue one is sometimes as admirable as it is enjoyable but it also has some glaring problems that are clearly holding the movie back from reaching its full potential
1148,4,this prequel delivers more levels than the death stars elevator
1149,4,one of the most exhilarating in the series a film with a real sense of how to tell a story and tell it well
1150,4,familiar star wars action scenarios are revisited revamped and revitalised courtesy of bleeding edge effects and genuine love for the material
1151,4,rogue one does a great job of walking the fine line between being a star wars film and not feeling like any other star wars film
1152,3,a highly entertaining messthe kind of loopy stumblebum spectacle you get when state-of-the-art visual effects collide head-on with the erratic sensibilities of a resolutely mediocre director and the crushing need for a studio to meet a release date
1153,4,it also works as its own stand-alone film one which despite some lumpy pacing in its first half turns out to be possibly the best star wars war film of the bunch
1154,4,in short this movie is what the star wars prequels should have been and thats meant as high praise indeed
1155,5,the resonant and entertaining rogue one is about the persistence of hope and faith in the darkest of hours as we stagger to the end of this epically turbulent year the movie is all but guaranteed to strike a chord
1156,3,efficiently madebut it comes across as an assembly-line product an elaborate but fairly conventional action-adventure movie too dependent for its effect on references to earlier entries in the series
1157,4,thats what people love about these star wars movies right we get older they stay the same
1158,4,dark gritty and heavy on the nostalgia what rogue one lacks in dialogue it makes up for in action
1159,5,the performances in this film are among the best the franchise has seen this isnt a film of supermen its one of everyday people trying to justify morally and practically their roles in the struggles against an overwhelming evil adversary
1160,3,the film comes home strong with large-scale warfare feats of great daring and sacrifice and acres of dead storm-troopers
1161,4,above all else it is on a technical level that rogue one truly excels allowing edwards to conjure a sizeable number of intergalactic spectacles that are as stirring as they are stylish
1162,3,imitation they say is the highest form of flattery if so the makers of rogue one flatter the heck out of its predecessors
1163,3,gareth edwards tries to generate suspense by using well-worn movie cliches that display a lack of imagination and point to the flaws of telling this tale in the first place
1164,4,rogue one is still an achievement every other star wars movie has only ever had the responsibility of telling part of a story this manages the whole thing in one go
1165,4,a fun outing if also a derivative one donnie yen and the droid steal the film from the leads
1166,2,theres a comfort in being in the star wars universe and you immediately feel a renewed affection for it upon re-entry but a star wars film shouldnt rely on its star wars-yness
1167,4,rogue one might not necessarily be a film that was needed but once the credits roll you realise how much you desperately wanted it regardless
1168,4,rogue one is one of the best films of our favorite space saga and will undoubtedly delight the fans even on the verge of a nostalgic and involuntary tear of emotion full review in spanish
1169,4,rogue one is like its heroes it is flawed in some ways but its still well worth the wait
1170,3,it suffers like many blockbusters from too much spectacle and not enough truth but its greatest sin is that it feels dull insipid and underwhelming despite a plethora of loud action scenes and dazzling visual effects
1171,4,enhances as well as annotates the star wars mythos making the story we thought we knew in a new hope richer and more urgent
1172,3,in previous star wars movies one side wore black hats and the other wore whitehere thats not the case for some this is a selling point for me its close to a deal-breaker
1173,3,theres nothing to sink our teeth into especially when we already know how it ends theres no suspense
1174,4,admittedly this can be viewed as simply another rehash of old stories and themes but hash is rarely this tasty
1175,5,a star wars story for the ages
1176,4,the movie the prequels should have been perfectly captures the spirit of the original trilogy and delivers a genuinely thrilling star wars film
1177,3,rogue one is star wars for hard core fans who felt left behind by the prequels but its got little to offer casual viewers beyond competent uninspired thrills
1178,4,of space dust joni mitchell and the force a visually splendid dramatically stirring journey spanning both yesteryear and tomorrow
1179,5,the force is not only well and truly with us again it seems as if its never been gone
1180,4,an almighty triumph the best-constructed and most fun star wars flick since the empire strikes back the force is truly strong with this one
1181,4,it was always one of 2016s most anticipated films and it doesnt let down the legions who have been waiting for it
1182,4,gareth edwards has crafted the most satisfying star wars film since the empire strikes back
1183,4,while the principal characters are new edwards ensures there are enough significant nods to the star wars universe to enchant fans
1184,5,has the urgency and battlefield heroism that great war movies are made of its incredible stuff all around
1185,4,rogue one a star wars story is a fine stand-alone film and one that will have you anticipating episode viii which is just a short 367 days away
1186,4,coming from someone who is not really a star wars freak i have to say i was impressed this could be the best one yet
1187,4,there is always the danger with a film of this high profile to expect or want it to over-deliver sadly though understandably rogue one just doesnt do that
1188,4,rogue one accomplishes what fans have wanted to see for a few decades now making darth vader scary again
1189,5,its the trio of tudyk wen and especially yen who steal the show each bringing to life characters that will likely go down as three of the best ever to grace a story set in the star wars universe
1190,5,this is a gorgeous and immersive film
1191,3,new diverse actors from around our world breathe new life into prequel that just entertainingly barely satisfactorily repeats the tried and true themes and expensive action
1192,4,this spin-offprequel has the same primitive lived-in emotional loopy lets-put-on-a-show spirit that made us fall in love with the original trilogy
1193,4,of the three sidekicks yens rueful but deadly martial artist leaves the best action impression
1194,4,rogue one somehow delivers on almost all of its weighty pre-release promises whilst at the same time besting the force awakens for sheer spectacle
1195,5,a hugely enjoyable film and an impressive sign of things to come this is the perfect film for a star wars fan
1196,4,its an experiment that mostly works but there are moments when its clear that the task of finding new areas of star wars to play with is a bit too much for director gareth edwards to handle
1197,5,we already knew this was going to be a thrilling epic but i had no idea of the emotional punch it would pack
1198,4,i enjoyed this scrappy little movie the second consecutive one to feature a female heroine
1199,3,it offers more details of interoffice politics among the squabbling factions of both the empire and the rebel alliance than probably anyone but a mid-level manager cares for yet you generally feel youre in good hands
1200,2,star wars movies have been dazzling infuriating heartbreaking silly witty convoluted gripping and overblown but until rogue one a star wars story i dont think dull was the most appropriate adjective
1201,4,rogue one has well-placed humor inside jokes aliens droids and creepy cgi renderings of two key star wars characters all set against the backdrops of mind-bending production designs and hypnotic visual effects
1202,1,its a downer its morally tangled the characters are as depressed as the scenario and michael giacchinos music cant make it better
1203,4,disney refuses to waver from what makes star wars matter the battle between good and evil where can we send the thank you notes
1204,4,if youre not a fan rogue one may not be the revelation that the force awakens turned out to be but it wont have you wishing for your own personal death star either
1205,4,while its great to see danish actor mads mikkelsen placed into star wars lore as a catalyst for the rebel alliance the british jones lacks the fire daisy ridley brought to chapter vii
1206,4,lucasfilm has outdone themselves theyve delivered a thrilling installment that embodies the best of star wars rogue one surpasses every expectation
1207,5,what results is a poignant powerful paean to the star wars universe set in a world where the best thing you can hope for is hope itself its a perfect and complete standalone but it changes everything
1208,4,if the force awakens was an exercise in giving star wars fans exactly what they want rogue one does its best to show them what else there is in the galaxy
1209,4,the new characters are nicely fleshed out particularly joness jyn whose initial cynicism gradually morphs into a steely resolve its seed planted by the memory of her father but watered by the idealism of the rebellion
1210,3,a classic adventure story and worthy spin off of one of the most popular sagas of contemporary cinema full review in spanish
1211,5,at its best rogue one is scrappy and epic in equal measure aware of the potential to be glorified fan fiction and using exactly what it needs from the star wars mythology to create a vibrant stand-alone adventure
1212,4,rogue one is definitive proof star wars is back baby
1213,4,when you realize where its all been heading  ending on a moment thats as transcendent as anything in 40 years of the franchise  youll be so so happy
1214,3,rogue one features stirring action scenes vivid characterisation and one or two truly eye-popping explosions nonetheless what it lacks is any real originality
1215,4,doesnt break the mold in terms of franchise formula and its an enjoyable installment in the star wars canon however its not much more than that
1216,4,much more than a mere sideshow in the star wars saga these rebels build on a brilliant legacy
1217,5,star wars has been filled with political commentary since the first in 1977 and this film is no different  i enjoyed this more than the force awakens
1218,5,as the kickoff of a new phase of star wars on the big screen rogue one is a smashing success showing there is a lot more to this galaxy than lightsabers and skywalkers
1219,4,a perfectly satisfying summer fun film untidy and a little cliché at first but eventually ends up standing out because of its humor and its subversive energy full review in spanish
1220,5,rogue one is pure unbridled star wars
1221,4,gareth edwards venture into a galaxy far far away is the star wars film we never knew we needed its a triumphantly thrilling serious-minded war movie that is incalculably stronger for the fact that its not the first chapter in a new franchise
1222,4,rogue one is a bright light in the star wars canon
1223,4,edwards has created the rare star wars property that can be appreciated as a film and it is about as violent and downbeat as star wars gets on the big screen-more downbeat than the empire strikes back in fact
1224,4,lets face it rogue one is the best star wars movie in a long long time full review in spanish
1225,4,towering like a stick-man over the rest of the cast k-2so provides most of the laughs in this portentous voyage into that same old galaxy far far away
1226,3,in the end this hardening of the franchise seems likely to alienate both the fans and the uninitiated
1227,4,in between all the crash bang and wallop there are also some truly odious villains with vader as sinister as hes ever been and australias ben mendelsohn clearly relishing his role as the human-cyborgs psychotic chief enforcer
1228,4,the movie works even if you only have a passing knowledge of the star wars universe or havent seen the original in years but there are several enjoyable callbacks and some eye-popping surprises for die-hard fans
1229,4,the force is strong with this film  a perfect fit as a prequel to a new hope
1230,3,rogue one represents an unobjectionable exercise in franchise extension its fine itll do for now
1231,3,even though the film is much grungier and more realistic than all the previous chapters this corner of the star wars universe still is a thrilling place to visit
1232,2,its too grimy and relentlessly bleak to be any fun and lacks the substance and drama to be taken seriously
1233,3,it tries so hard to be an epic masterpiece with self-important speeches and an insanely outsize orchestral score that it ends up a laughable parody of itself
1234,5,rogue one a star wars story is the best star wars movie since 1980s the empire strikes back
1235,4,a solid film with its own vision and tone yet undeniably still a part of that wonderful galaxy far far away
1236,5,if the franchise can continually pull off blockbusters with the same level of creative energy and the proper amount of reverence as rogue one does theres every reason to expect greatness for years to come
1237,3,for this lived-in universe rogue one features some distinctly cgi distractions revisiting classic characters and resuscitating them 2016-style its crude and unnecessary in a film thats otherwise fairly sturdy if unremarkable
1238,5,this is exactly what edwards always said he was going to make a star wars war film people die and tears will be shed anyone who thought it would be watered-down should think again
1239,4,rogue one stands on its own an entry that is at once part of the star wars franchise obviously but also separate a tougher grittier film
1240,4,the action sequences both on the ground and in space are rousingly staged but the losses incurred in those sequences are sobering the stakes in the star wars rebellion are high indeed
1241,3,when the universe expands in this way it actually makes it seem so much smaller
1242,2,it is a brave attempt at making a new kind of star wars movie but seems all too eager to express its fealty to the source material without thinking up any ideas of its own
1243,4,intriguing and richly diverse characters a suspenseful plot an amusing sidekick and a very satisfying answer to one of the most persistent questions from new hope
1244,4,rogue one a star wars story succeeds far more than it doesnt and has some rich characters and terrific performances specifically tudyk and yen to go along with the beautiful visuals and intense action
1245,4,rogue one a star wars story does exactly what it is supposed to do by incrementally expanding the star wars universe that we already know
1246,4,hard-core fans who thought episode vii was a dumbed-down rehash will bask in an action-packed film that refuses to spoon-feed information mind you thats the same reason why the casual fan will be disengaged
1247,4,this is a whole new stable of characters operating on the fringes of the world we know by heart when you think about it thats pretty exciting and it opens up a world of cinematic possibilities moving forward
1248,4,aside from k-2sos killer lines wonderfully voiced by the indispensable alan tudyk most big satisfactions in this big big movie come from references to star wars adventures youve loved before
1249,5,it stands alone as the best star wars entry since 1980s the empire strikes back yes its that good
